plant_id,month,month_name,task_type,task_title,task_description,priority,garden_type,region_adjustment,verification_status,confidence,source_ids
origano,5,maj,setev_na_prosto,Sej origano na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,6,junij,setev_na_prosto,Sej origano na prosto,Splošen razpon: april–junij. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,5,maj,presajanje,Presadi origano na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,6,junij,presajanje,Presadi origano na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,6,junij,obiranje,Obiraj origano,Splošen razpon: junij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,7,julij,obiranje,Obiraj origano,Splošen razpon: junij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,8,avgust,obiranje,Obiraj origano,Splošen razpon: junij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
origano,9,september,obiranje,Obiraj origano,Splošen razpon: junij–september. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,3,marec,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,4,april,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,5,maj,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,6,junij,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,7,julij,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,8,avgust,setev_na_prosto,Sej koper na prosto,Splošen razpon: marec–avgust v zaporednih setvah. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,5,maj,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,6,junij,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,7,julij,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,8,avgust,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,9,september,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
koper,10,oktober,obiranje,Obiraj koper,Splošen razpon: maj–oktober. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,3,marec,setev_na_prosto,Sej jagode na prosto,Splošen razpon: sadike marec–april ali avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,4,april,setev_na_prosto,Sej jagode na prosto,Splošen razpon: sadike marec–april ali avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,8,avgust,setev_na_prosto,Sej jagode na prosto,Splošen razpon: sadike marec–april ali avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,9,september,setev_na_prosto,Sej jagode na prosto,Splošen razpon: sadike marec–april ali avgust–september. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,3,marec,presajanje,Presadi jagode na stalno mesto,Splošen razpon: marec–april; avgust–september. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,4,april,presajanje,Presadi jagode na stalno mesto,Splošen razpon: marec–april; avgust–september. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,8,avgust,presajanje,Presadi jagode na stalno mesto,Splošen razpon: marec–april; avgust–september. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,9,september,presajanje,Presadi jagode na stalno mesto,Splošen razpon: marec–april; avgust–september. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,5,maj,obiranje,Obiraj jagode,Splošen razpon: maj–julij; odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,6,junij,obiranje,Obiraj jagode,Splošen razpon: maj–julij; odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
jagode,7,julij,obiranje,Obiraj jagode,Splošen razpon: maj–julij; odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;SEMENARNA_KATALOG;VERIFY_NEEDED
maline,3,marec,setev_na_prosto,Sej maline na prosto,Splošen razpon: sadike oktober–november ali marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,4,april,setev_na_prosto,Sej maline na prosto,Splošen razpon: sadike oktober–november ali marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,10,oktober,setev_na_prosto,Sej maline na prosto,Splošen razpon: sadike oktober–november ali marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,11,november,setev_na_prosto,Sej maline na prosto,Splošen razpon: sadike oktober–november ali marec–april. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,3,marec,presajanje,Presadi maline na stalno mesto,Splošen razpon: oktober–november; marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,4,april,presajanje,Presadi maline na stalno mesto,Splošen razpon: oktober–november; marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,10,oktober,presajanje,Presadi maline na stalno mesto,Splošen razpon: oktober–november; marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,11,november,presajanje,Presadi maline na stalno mesto,Splošen razpon: oktober–november; marec–april. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,6,junij,obiranje,Obiraj maline,"Splošen razpon: junij–oktober, odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,7,julij,obiranje,Obiraj maline,"Splošen razpon: junij–oktober, odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,8,avgust,obiranje,Obiraj maline,"Splošen razpon: junij–oktober, odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,9,september,obiranje,Obiraj maline,"Splošen razpon: junij–oktober, odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
maline,10,oktober,obiranje,Obiraj maline,"Splošen razpon: junij–oktober, odvisno od sorte. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.",srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,3,marec,setev_na_prosto,Sej borovnice na prosto,Splošen razpon: sadike marec–april ali oktober. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,4,april,setev_na_prosto,Sej borovnice na prosto,Splošen razpon: sadike marec–april ali oktober. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,10,oktober,setev_na_prosto,Sej borovnice na prosto,Splošen razpon: sadike marec–april ali oktober. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,3,marec,presajanje,Presadi borovnice na stalno mesto,Splošen razpon: marec–april; oktober. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,4,april,presajanje,Presadi borovnice na stalno mesto,Splošen razpon: marec–april; oktober. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,10,oktober,presajanje,Presadi borovnice na stalno mesto,Splošen razpon: marec–april; oktober. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,6,junij,obiranje,Obiraj borovnice,Splošen razpon: junij–avgust. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,7,julij,obiranje,Obiraj borovnice,Splošen razpon: junij–avgust. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
borovnice,8,avgust,obiranje,Obiraj borovnice,Splošen razpon: junij–avgust. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,3,marec,setev_na_prosto,Sej ribez na prosto,Splošen razpon: sadike oktober–november ali marec. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,10,oktober,setev_na_prosto,Sej ribez na prosto,Splošen razpon: sadike oktober–november ali marec. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,11,november,setev_na_prosto,Sej ribez na prosto,Splošen razpon: sadike oktober–november ali marec. Pred setvijo preveri temperaturo in vlažnost tal.,srednja,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,3,marec,presajanje,Presadi ribez na stalno mesto,Splošen razpon: oktober–november; marec. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,10,oktober,presajanje,Presadi ribez na stalno mesto,Splošen razpon: oktober–november; marec. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,11,november,presajanje,Presadi ribez na stalno mesto,Splošen razpon: oktober–november; marec. Ne presajaj v stresnih razmerah; po presajanju zalij.,srednja,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,6,junij,obiranje,Obiraj ribez,Splošen razpon: junij–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ribez,7,julij,obiranje,Obiraj ribez,Splošen razpon: junij–julij. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,IVR;VERIFY_NEEDED
ognjic,3,marec,setev_notri,Sej ognjič v notranjih prostorih,"Splošen razpon: marec. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,3,marec,setev_na_prosto,Sej ognjič na prosto,Splošen razpon: marec–maj; september za prezimni poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,4,april,setev_na_prosto,Sej ognjič na prosto,Splošen razpon: marec–maj; september za prezimni poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,5,maj,setev_na_prosto,Sej ognjič na prosto,Splošen razpon: marec–maj; september za prezimni poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,9,september,setev_na_prosto,Sej ognjič na prosto,Splošen razpon: marec–maj; september za prezimni poskus. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,4,april,presajanje,Presadi ognjič na stalno mesto,Splošen razpon: april–maj. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,5,maj,presajanje,Presadi ognjič na stalno mesto,Splošen razpon: april–maj. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,6,junij,obiranje,Obiraj ognjič,Splošen razpon: junij–oktober cvetovi. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,7,julij,obiranje,Obiraj ognjič,Splošen razpon: junij–oktober cvetovi. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,8,avgust,obiranje,Obiraj ognjič,Splošen razpon: junij–oktober cvetovi. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,9,september,obiranje,Obiraj ognjič,Splošen razpon: junij–oktober cvetovi. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
ognjic,10,oktober,obiranje,Obiraj ognjič,Splošen razpon: junij–oktober cvetovi. Redno pobiranje pri mnogih rastlinah spodbuja nadaljnjo rast.,srednja,vsi primerni tipi vrta,"Pridelek je odvisen od sorte, setve, vremena in lokalne mikroklime.",splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
kapucinka,4,april,setev_notri,Sej kapucinka v notranjih prostorih,"Splošen razpon: april. Upoštevaj sorto, svetlobo, temperaturo in regijo.",visoka,notranji prostor / sadike,Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
kapucinka,5,maj,setev_na_prosto,Sej kapucinka na prosto,Splošen razpon: maj. Pred setvijo preveri temperaturo in vlažnost tal.,visoka,"vrt / visoka greda / balkon, če je primerno",Primorska pogosto prej; hladne lege in višje nadmorske višine pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
kapucinka,5,maj,presajanje,Presadi kapucinka na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
kapucinka,6,junij,presajanje,Presadi kapucinka na stalno mesto,Splošen razpon: maj–junij. Ne presajaj v stresnih razmerah; po presajanju zalij.,visoka,"vrt / visoka greda / večji lonec, če je primerno",Za toploljubne rastline počakaj na konec nevarnosti pozebe; v hladnih regijah pozneje.,splošno sprejeto; preveri po viru/sorti,srednja,SEMENARNA_KATALOG;VERIFY_NEEDED
